id,text,category
1352948:2,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",FOOD#STYLE_OPTIONS
1352948:2,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",FOOD#QUALITY
1352948:3,And evaluated on those terms Pastis is simply wonderful.,RESTAURANT#GENERAL
1353599:0,Right off the L in Brooklyn this is a nice cozy place with good pizza.,FOOD#QUALITY
1353599:0,Right off the L in Brooklyn this is a nice cozy place with good pizza.,AMBIENCE#GENERAL
1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,FOOD#QUALITY
1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,FOOD#QUALITY
1353599:2,My friend got the mushroom pizza which tasted better.,FOOD#QUALITY
1353599:3,The sangria was pretty tasty and good on a hot muggy day.,DRINKS#QUALITY
1353599:4,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,RESTAURANT#MISCELLANEOUS
1353599:5,Overall I would recommend it and go back again.,RESTAURANT#GENERAL
1353599:6,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),
1357554:0,I started out with a Bombay beer which was big enough for two.,DRINKS#STYLE_OPTIONS
1357554:1,For dinner I had the chicken tikka-masala and some garlic naan.,
1357554:2,MMmmm... it was delicious.,FOOD#QUALITY
1357554:3,"Service was slow, but the people were friendly.",SERVICE#GENERAL
1357554:3,"Service was slow, but the people were friendly.",SERVICE#GENERAL
1357554:4,It's a nice place to relax and have conversation.,AMBIENCE#GENERAL
1357554:5,I can't wait to go back.,RESTAURANT#GENERAL
1367358:0,We have lived in Chelsea for two years and have never noticed this restaurant.,
1367358:1,The food is authentic Italian - delicious!,FOOD#QUALITY
1367358:2,"Pizza is terrific, as is homemade pasta.",FOOD#QUALITY
1367358:2,"Pizza is terrific, as is homemade pasta.",FOOD#QUALITY
1367358:3,"Ambience is delightful, service impeccable.",AMBIENCE#GENERAL
1367358:3,"Ambience is delightful, service impeccable.",SERVICE#GENERAL
1380450:0,I'm still mad that i had to pay for lousy food.,FOOD#QUALITY
1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,FOOD#QUALITY
1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,FOOD#QUALITY
1380450:2,Service was also horrible and the ambience is not that great.,SERVICE#GENERAL
1380450:2,Service was also horrible and the ambience is not that great.,AMBIENCE#GENERAL
1380450:3,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,RESTAURANT#MISCELLANEOUS
1387314:0,I go and eat out at many different restaurants and this is one place you have go and try.,RESTAURANT#GENERAL
1387314:1,This is my first time writing a review for a restaurant because the food and service was excellent.,FOOD#QUALITY
1387314:1,This is my first time writing a review for a restaurant because the food and service was excellent.,SERVICE#GENERAL
1387314:2,The filet mignon dish was superb!,FOOD#QUALITY
1387314:3,I would defiantly come back here again as one of my top choices.,RESTAURANT#GENERAL
1387314:4,It's a small cute restaurant.,AMBIENCE#GENERAL
1390357:0,I absolutely love this place!!!,RESTAURANT#GENERAL
1390357:1,"From the street it looks very hidden, and is actually an old warehouse.",
1390357:2,"I like the ambience, it's very dark and original.",AMBIENCE#GENERAL
1390357:3,I came here for my friend's birthday and keep coming back ever since.,
1390357:4,The sushi is amazing!!!,FOOD#QUALITY
1390357:5,And amazingly cheap.,FOOD#PRICES
1390357:6,Big thumbs up!,RESTAURANT#GENERAL
1394712:0,Very affordable and excellent ambient!,AMBIENCE#GENERAL
1394712:0,Very affordable and excellent ambient!,RESTAURANT#PRICES
1394712:1,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,FOOD#QUALITY
1394712:2,We were very disappointed.,FOOD#QUALITY
1394712:3,We won't go to this place again for a good meal.,FOOD#QUALITY
1394712:4,"However, I think this place is a good hang out spot.",AMBIENCE#GENERAL
1394712:5,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",
1395421:0,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,RESTAURANT#GENERAL
1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,FOOD#QUALITY
1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,DRINKS#QUALITY
1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,SERVICE#GENERAL
1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,AMBIENCE#GENERAL
1395421:2,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,AMBIENCE#GENERAL
1395421:3,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.",RESTAURANT#MISCELLANEOUS
1395421:4,Check this place out!,RESTAURANT#GENERAL
1395421:5,HIGHLY RECOMMENDED!!!!!,RESTAURANT#GENERAL
1398844:0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",AMBIENCE#GENERAL
1398844:1,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",AMBIENCE#GENERAL
1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",AMBIENCE#GENERAL
1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",FOOD#STYLE_OPTIONS
1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",DRINKS#PRICES
1398844:3,Slightly above average wines start at $70+ with only one selection listed at $30+.,DRINKS#QUALITY
1398844:3,Slightly above average wines start at $70+ with only one selection listed at $30+.,DRINKS#PRICES
1398844:4,Service is not what one would expect from a joint in this price category.,SERVICE#GENERAL
1398844:5,"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc....",SERVICE#GENERAL
1398844:6,Somehow working the italian charm with constant mille grazie does not constitute proper service.,SERVICE#GENERAL
1398844:7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",FOOD#QUALITY
1398844:7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",RESTAURANT#GENERAL
1404042:0,"To celebrate a birthday, three of us went to Mare anticipating great food.",
1404042:1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,FOOD#QUALITY
1404042:1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,FOOD#QUALITY
1404042:2,Fish was overdone.,FOOD#QUALITY
1404042:3,"Cute place, nice wait staff but would never go there again.",SERVICE#GENERAL
1404042:3,"Cute place, nice wait staff but would never go there again.",AMBIENCE#GENERAL
1404042:3,"Cute place, nice wait staff but would never go there again.",RESTAURANT#GENERAL
1404042:4,Someone else recommended the dessert - we also left that.,FOOD#QUALITY
1404042:5,One of us actually liked the expresso - that's it.,DRINKS#QUALITY
1404042:6,"Skip this restaurant, it's a big disappointment.",RESTAURANT#GENERAL
1410878:0,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,RESTAURANT#GENERAL
1410878:1,I've never had bad service and the fish is fresh and delicious.,SERVICE#GENERAL
1410878:1,I've never had bad service and the fish is fresh and delicious.,FOOD#QUALITY
1410878:2,Their tuna tartar appetizer is to die for.,FOOD#QUALITY
1413697:0,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",FOOD#QUALITY
1413697:1,It is simply amazing.,FOOD#QUALITY
1413697:2,The place is so cool and the service is prompt and curtious.,SERVICE#GENERAL
1413697:2,The place is so cool and the service is prompt and curtious.,AMBIENCE#GENERAL
1413697:3,I highly recommend to anyone to give this place a try.,RESTAURANT#GENERAL
1413697:4,You will find yourself returning quite often.,RESTAURANT#GENERAL
1413697:5,P.S. Please don't tell anyone in my family i eat there.,
1413697:6,LOL,
1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,FOOD#QUALITY
1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,SERVICE#GENERAL
1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,AMBIENCE#GENERAL
1417496:1,No gimmicks here -- the food speaks for itself in its freshness and preparation.,FOOD#QUALITY
1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,AMBIENCE#GENERAL
1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",SERVICE#GENERAL
1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",SERVICE#GENERAL
1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",FOOD#QUALITY
1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",AMBIENCE#GENERAL
1417496:5,Beautiful experience.,RESTAURANT#GENERAL
1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,LOCATION#GENERAL
1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,SERVICE#GENERAL
1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,AMBIENCE#GENERAL
1430994:1,The staff offers impeccable service.,SERVICE#GENERAL
1430994:2,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,FOOD#STYLE_OPTIONS
1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,FOOD#QUALITY
1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,FOOD#QUALITY
1430994:4,I had Filet Mignon with garlic mash.,
1430994:5,It was divine melts in your mouth.,FOOD#QUALITY
1430994:6,My boyfriend had Prime Rib it was good .,FOOD#QUALITY
1430994:7,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough.,DRINKS#STYLE_OPTIONS
1430994:8,We had Lava Cake... we ordered when our food came it takes at least a 1/2 to make it.,
1430994:9,It's cuz it's so good you need to taste it!!!,FOOD#QUALITY
1430994:10,All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!,RESTAURANT#GENERAL
1431154:0,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,FOOD#QUALITY
1431154:1,If you like spicy food get the chicken vindaloo.,FOOD#QUALITY
1431154:2,It's very spicy but not offensive.,FOOD#QUALITY
1431154:3,We will definitely go back.,RESTAURANT#GENERAL
1432551:0,Go to Volare for 1st class service and terrific food.,SERVICE#GENERAL
1432551:0,Go to Volare for 1st class service and terrific food.,FOOD#QUALITY
1432551:1,The portions are large and the servers always surprise us with a different starter.,FOOD#STYLE_OPTIONS
1432551:1,The portions are large and the servers always surprise us with a different starter.,SERVICE#GENERAL
1432551:2,The wine list is excellent.,DRINKS#STYLE_OPTIONS
1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,FOOD#QUALITY
1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,DRINKS#STYLE_OPTIONS
1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,FOOD#QUALITY
1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",SERVICE#GENERAL
1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",AMBIENCE#GENERAL
1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",RESTAURANT#MISCELLANEOUS
1439875:2,People dress in suits or evening gowns as well as shirts jeans.,
1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,FOOD#PRICES
1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,FOOD#QUALITY
1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,FOOD#PRICES
1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,SERVICE#GENERAL
1439875:4,"Recommendations, of course, are required!",
1439875:5,Please be aware that it's CASH or AMEX only!,RESTAURANT#MISCELLANEOUS
1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",FOOD#QUALITY
1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",FOOD#QUALITY
1448587:1,The menu is very limited - i think we counted 4 or 5 entrees.,FOOD#STYLE_OPTIONS
1448587:2,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",FOOD#QUALITY
1448587:3,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",AMBIENCE#GENERAL
1448587:4,Problem is nothing at Prune is particularly memorable.,RESTAURANT#GENERAL
1448587:5,No plans to return anytime soon.,RESTAURANT#GENERAL
1451107:0,This place is so much fun.,AMBIENCE#GENERAL
1451107:1,Our family never expected such incredible entertainment in a restaurant.,RESTAURANT#GENERAL
1451107:2,This place must have cost the owners afortune to build.,
1451107:3,I think the stuff was better than Disney.,
1451107:4,Our food was great too!,FOOD#QUALITY
1451107:5,And really large portions.,FOOD#STYLE_OPTIONS
1451107:6,The staff was the friendliest that have seen in New York.,SERVICE#GENERAL
1451107:7,We will go back every time we are in the City.,RESTAURANT#GENERAL
1451109:0,If you want something really different than try Jekyll and Hyde.,RESTAURANT#GENERAL
1451109:1,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,AMBIENCE#GENERAL
1451109:2,The food was pretty tradional but it was hot and good with large portions.,FOOD#QUALITY
1451109:2,The food was pretty tradional but it was hot and good with large portions.,FOOD#STYLE_OPTIONS
1451109:3,I highly recommend it.,RESTAURANT#GENERAL
1451109:4,I am going to the mid town location next.,
1457607:0,The place is a lot of fun.,AMBIENCE#GENERAL
1457607:1,My six year old loved it.,RESTAURANT#GENERAL
1457607:2,The characters really make for an enjoyable experience.,AMBIENCE#GENERAL
1457607:3,"The food however, is what one might expect.",FOOD#QUALITY
1457607:4,It is very overpriced and not very tasty.,FOOD#QUALITY
1457607:4,It is very overpriced and not very tasty.,FOOD#PRICES
1457607:5,"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",RESTAURANT#GENERAL
1457607:6,We had a good time.,RESTAURANT#GENERAL
1459569:0,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,SERVICE#GENERAL
1459569:1,Service was slow had to wait to order and get food although not crowded.,SERVICE#GENERAL
1459569:2,Drinks way over priced.,DRINKS#PRICES
1459569:3,Food was good not great not worth the wait or another visit,FOOD#QUALITY
1459569:3,Food was good not great not worth the wait or another visit,RESTAURANT#GENERAL
1460715:0,Great pizza for lunch place.,FOOD#QUALITY
1460715:1,Service was quick.,SERVICE#GENERAL
1460715:2,The pizza was great.,FOOD#QUALITY
1460715:3,And it was quick which is very important.,SERVICE#GENERAL
1460715:4,Have the iced tea.,DRINKS#QUALITY
1460715:5,It was wonderful.,DRINKS#QUALITY
1470286:0,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",FOOD#QUALITY
1470286:0,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",SERVICE#GENERAL
1470286:1,Delivery is fast too.,SERVICE#GENERAL
1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",SERVICE#GENERAL
1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",SERVICE#GENERAL
1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",SERVICE#GENERAL
1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",FOOD#QUALITY
1470286:3,A little overpriced but worth it once you take a bite.,FOOD#PRICES
1470286:3,A little overpriced but worth it once you take a bite.,FOOD#QUALITY
1470334:0,"Growing up in NY, I have eaten my share of bagels.",
1470334:1,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,FOOD#QUALITY
1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",FOOD#QUALITY
1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",FOOD#STYLE_OPTIONS
1470334:3,They have a huge selection of different cream cheeses and all of their salads are great.,FOOD#QUALITY
1470334:3,They have a huge selection of different cream cheeses and all of their salads are great.,FOOD#STYLE_OPTIONS
1470334:4,The lox is always fresh too.,FOOD#QUALITY
1470334:5,Highly recommended to all!,RESTAURANT#GENERAL
1471273:0,I have to agree with the previous reviewer.,
1471273:1,I don't get it either.,
1471273:2,Not impressed with the food.,FOOD#QUALITY
1471273:3,Prices too high for this cramped and unappealing resturant.,RESTAURANT#PRICES
1471273:3,Prices too high for this cramped and unappealing resturant.,AMBIENCE#GENERAL
1471273:4,Zero ambiance to boot.,AMBIENCE#GENERAL
1476493:0,I thought this place was totally overrated.,RESTAURANT#GENERAL
1476493:1,Everything we had was good or ok....but definitely nothing great.,RESTAURANT#GENERAL
1476493:2,"The ambience was nice, but service wasn't so great.",AMBIENCE#GENERAL
1476493:2,"The ambience was nice, but service wasn't so great.",SERVICE#GENERAL
1476493:3,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",RESTAURANT#GENERAL
1476493:3,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",RESTAURANT#PRICES
1477631:0,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,RESTAURANT#GENERAL
1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,FOOD#QUALITY
1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,AMBIENCE#GENERAL
1477631:2,Thius is a must for anyone who loves Shabu-Shabu.,FOOD#QUALITY
1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",AMBIENCE#GENERAL
1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,RESTAURANT#MISCELLANEOUS
1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,RESTAURANT#MISCELLANEOUS
1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,AMBIENCE#GENERAL
1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",FOOD#STYLE_OPTIONS
1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",FOOD#QUALITY
1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",FOOD#STYLE_OPTIONS
1486041:3,I must give it Yon out of Yon stars!,RESTAURANT#GENERAL
1486041:4,Taxan delicious!,FOOD#QUALITY
1486041:5,Arigato Gozimas Yuka!,
1490757:0,"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!",RESTAURANT#GENERAL
1490757:1,We weren't!,
1490757:2,The prices were CHEAP compared to the quality of service and food.,RESTAURANT#PRICES
1490757:2,The prices were CHEAP compared to the quality of service and food.,SERVICE#GENERAL
1490757:2,The prices were CHEAP compared to the quality of service and food.,FOOD#QUALITY
1490757:3,"We liked it so much, that we will always make it a point to dine here when we visit New York.",RESTAURANT#GENERAL
1496205:0,Went there for an office lunch.,
1496205:1,The location and ambience is Ok but the food is what makes up for it.,LOCATION#GENERAL
1496205:1,The location and ambience is Ok but the food is what makes up for it.,AMBIENCE#GENERAL
1496205:1,The location and ambience is Ok but the food is what makes up for it.,FOOD#QUALITY
1496205:2,There is a lot of variety even for people who eat vegetarian like me.,FOOD#STYLE_OPTIONS
1496205:3,Try green curry with vegetables.,FOOD#QUALITY
1496205:4,"The quantity is also very good, you will come out satisfied.",FOOD#STYLE_OPTIONS
1496205:5,"The service is ok, some of the people didn't get what they asked for.",SERVICE#GENERAL
1496707:0,I was there on sat. for my birthday and we had an excellent time.,RESTAURANT#GENERAL
1496707:1,I had the best ravioli ever.,FOOD#QUALITY
1496707:2,The wine the service was very good too.,DRINKS#QUALITY
1496707:2,The wine the service was very good too.,SERVICE#GENERAL
1496707:3,Moderate prices.,RESTAURANT#PRICES
1496707:4,A little noise but I think that was because of our party!,AMBIENCE#GENERAL
1500453:0,Molto bene!,
1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,AMBIENCE#GENERAL
1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,RESTAURANT#GENERAL
1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",FOOD#QUALITY
1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",FOOD#QUALITY
1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",FOOD#QUALITY
1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",FOOD#QUALITY
1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",FOOD#QUALITY
1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",FOOD#QUALITY
1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",AMBIENCE#GENERAL
1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",FOOD#QUALITY
1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",SERVICE#GENERAL
1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",AMBIENCE#GENERAL
1500453:5,A guaranteeed delight!,RESTAURANT#GENERAL
1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",FOOD#QUALITY
1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",DRINKS#QUALITY
1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",FOOD#PRICES
1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",DRINKS#PRICES
1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",FOOD#QUALITY
1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",FOOD#QUALITY
1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",FOOD#QUALITY
1506491:2,Check out the secret back room.,AMBIENCE#GENERAL
1506491:3,Old school meets New world.,
1506491:4,I pray it stays open forever.,RESTAURANT#GENERAL
1506491:5,Thank You Emilio.,RESTAURANT#GENERAL
1506491:6,Ciao Bella,
1538149:0,"I found the food, service and value exceptional everytime I have been there.",FOOD#QUALITY
1538149:0,"I found the food, service and value exceptional everytime I have been there.",SERVICE#GENERAL
1538149:0,"I found the food, service and value exceptional everytime I have been there.",RESTAURANT#PRICES
1538149:1,The food was authentic.,FOOD#QUALITY
1538149:2,I felt as though I were eating in Paris.,FOOD#QUALITY
1538149:3,The service was excellent - friendly and attentive.,SERVICE#GENERAL
1538149:4,The prices are wonderfully low.,RESTAURANT#PRICES
1538149:5,Very good wine choices.,DRINKS#STYLE_OPTIONS
1543345:0,I can't believe people complain about no cheese sticks?,
1543345:1,Who has room for Cheesesticks with the best pizza in NYC!,FOOD#QUALITY
1543345:2,Get the pepperoni - YUM - and a family style salad.,FOOD#QUALITY
1543345:2,Get the pepperoni - YUM - and a family style salad.,FOOD#QUALITY
1543345:3,Great staff.,SERVICE#GENERAL
1543345:4,Always great service!,SERVICE#GENERAL
1543345:5,I go twice a month!,RESTAURANT#GENERAL
1543345:6,Fantastic!,RESTAURANT#GENERAL
1561259:0,"The food is good, I can't lie.",FOOD#QUALITY
1561259:1,But the staff was so horrible to us.,SERVICE#GENERAL
1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,SERVICE#GENERAL
1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,SERVICE#GENERAL
1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,SERVICE#GENERAL
1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",RESTAURANT#PRICES
1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",FOOD#QUALITY
1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",SERVICE#GENERAL
1561259:5,Save yourself the time and trouble and skip this one!,RESTAURANT#GENERAL
1572027:0,I'll keep this short.,
1572027:1,Amma is nothing special.,RESTAURANT#GENERAL
1572027:2,The two star chefs left quite some time ago to open their own place.,
1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,FOOD#QUALITY
1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,FOOD#PRICES
1572027:4,Will not be back.,RESTAURANT#GENERAL
1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",FOOD#QUALITY
1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",FOOD#QUALITY
1572033:1,Decor is nice though service can be spotty.,AMBIENCE#GENERAL
1572033:1,Decor is nice though service can be spotty.,SERVICE#GENERAL
1572033:2,This place is always packed.,RESTAURANT#MISCELLANEOUS
1572033:3,I know because I live nearby.,
1572033:4,"Most importantly, food is excellent.",FOOD#QUALITY
1572033:5,Try the sea bass.,FOOD#QUALITY
1572033:6,Highly recommended.,RESTAURANT#GENERAL
1573534:0,First of all Dal Bukhara Rocks.,FOOD#QUALITY
1573534:1,As a student in NYU i need a place to eat after a hard day of work so usually i just go to any indian restraunt near by.,
1573534:2,but ive heard a lot about this for the past 2 yrs and finally decided to eat here.,
1573534:3,I am happy i did the food was awsome.,FOOD#QUALITY
1573534:4,JUST AWSOME.,FOOD#QUALITY
1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,FOOD#QUALITY
1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,FOOD#QUALITY
1573534:6,They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.,
1573534:7,but overall i give it a 10,RESTAURANT#GENERAL
1573534:8,10,RESTAURANT#GENERAL
1577714:0,I haven't been to the other locations.,
1577714:1,Haru on Park S is simply disgusting.,RESTAURANT#GENERAL
1577714:2,The fish was not fresh and the rice tasted old and stale.,FOOD#QUALITY
1577714:2,The fish was not fresh and the rice tasted old and stale.,FOOD#QUALITY
1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried.",FOOD#QUALITY
1577714:4,Will never be back.,RESTAURANT#GENERAL
1586174:0,honestly the worst sushi my husband and i had in our entire lives.,FOOD#QUALITY
1586174:1,"believe us, we've been eating sushi for over 15 yrs.",
1586174:2,not sure why this restaurant would be rated that highly.,RESTAURANT#GENERAL
1586174:3,the all-u-can-eat sushi is definitely in very poor quality.,FOOD#QUALITY
1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",FOOD#STYLE_OPTIONS
1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",FOOD#QUALITY
1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",FOOD#STYLE_OPTIONS
